0.000000	0.000000
3.000251	-0.251055
9.000444	-0.443935
12.004247	-1.246950
18.000762	-0.761986
21.000785	-0.784874
24.001342	-1.342058
30.001416	-0.415968
33.001542	-0.541853
39.002855	-0.855062
42.003426	-2.426075
48.001601	-0.600981
51.002259	-1.259016
57.002432	-0.431870
63.002270	-0.269983
66.002320	-0.320051
69.004571	-2.570961
72.007853	-0.853031
78.002681	-0.681017
81.002705	-0.704859
84.006026	-0.026030
90.002962	-0.961874
93.003036	-1.036022
96.003119	-1.118992
99.003305	-0.304958
102.005239	-2.239010
108.003363	-0.362894
111.005649	-0.648851
117.003832	-0.831863
120.003873	-0.872871
123.003973	-0.973007
126.004044	-1.044056
129.004129	-1.128933
132.004233	-0.232883
135.004533	-0.533052
141.004434	-0.433870
144.004671	-0.670858
147.005081	-1.080938
153.004763	-0.762888
156.005273	-0.272865
159.005444	-0.444050
165.005356	-0.356073
168.005465	-0.465031
171.005756	-0.755901
177.005820	-0.820036
180.006466	-0.465912
183.007021	-1.020950
189.006098	-0.098032
