0.000000	0.000000
0.042626	1.374096
1.516956	3.044147
13.872754	3.246141
78.900077	3.923134
277.956429	3.570995
547.673564	2.436043
737.006488	1.512154
856.715346	0.654140
899.835761	0.239168
900.220629	-0.628977
900.224790	-0.789858
900.234009	-2.009027
901.055347	0.653034
901.097676	-1.676039
902.536648	-0.648035
904.098501	-2.500967
904.134328	-2.327888
905.652186	-4.185917
907.130496	-2.496025
907.175838	0.162006
908.743159	-3.158817
910.168667	-0.666840
910.209825	-1.825039
911.868832	-0.831873
913.206082	-2.081867
913.249441	-1.440908
914.909469	-1.468889
916.240379	-0.378857
916.289417	-1.417028
918.008923	-0.922815
919.277300	-1.299881
919.322321	-2.320938
921.065834	-1.833807
922.316723	-4.722870
922.356066	-0.065989
924.163325	-3.324833
925.350160	-2.159883
925.392012	-0.011881
927.224445	-0.444866
928.383918	0.082191
928.444946	-0.945812
930.339574	-3.573860
931.424677	-0.676895
931.468192	-4.191862
933.445383	-1.382833
934.462920	-2.919950
934.504140	-0.139900
936.560949	-0.948849
937.497438	-1.437954
937.544440	-0.440031
939.664744	-0.743900
940.535154	-3.153866
940.577859	-1.858925
942.764155	-0.154911
943.573638	-1.637962
943.614817	-2.816904
945.819732	-3.731951
946.609520	-1.519958
946.643725	0.275082
948.931198	-3.197882
949.641854	-1.853809
949.688821	-0.820839
952.009672	-1.671926
952.678104	-2.103924
952.722230	-2.229958
955.070653	-2.652962
955.718504	-2.503952
955.756145	-0.145000
958.150391	-2.390863
958.757365	-1.364988
958.792085	-0.084932
961.275446	-3.445938
961.789139	-1.139032
961.837275	-1.275028
964.381625	-1.624937
964.828592	-0.591824
964.867059	-3.058992
967.471212	-3.211910
967.867545	-3.544889
967.905117	-1.117035
970.587084	-3.083817
970.903273	-3.272867
970.951627	-3.627016
973.663496	-3.496017
973.939230	-3.229965
973.981825	-1.824875
976.715305	-3.304852
976.977981	-1.980852
977.017112	-1.112017
979.831415	-3.414938
980.013682	-1.681889
980.053024	-1.023815
982.890509	-2.508890
983.049584	-1.583912
983.094720	-2.719887
985.969230	-1.229937
986.085870	-1.870028
986.126651	-2.650810
989.077255	-1.255011
989.122647	-2.646809
989.171645	-3.644926
992.159205	-3.204960
992.176526	-0.525831
992.196996	-0.995974
995.193364	-1.363905
995.240557	-0.556955
995.250920	-2.919819
998.231732	-3.731892
998.272062	-0.061825
998.313796	-1.795805
1001.267255	-3.254829
1001.274005	-2.004936
1001.306411	-2.411028
1001.417055	-1.054892
1004.306259	-2.258917
1004.350467	-2.466967
1004.525002	-1.002003
1007.335833	-3.832834
1007.360553	-0.553026
1007.631420	-3.419897
1010.358893	-2.892918
1010.396161	-0.160841
